,dummy,T,P,Ff,U,Td,Demand/Usage
2018-03-18 09:00:00,1,9.0,745.1,5.0,94.0,8.0,110.16
2018-03-18 10:00:00,1,10.0,745.5,3.0,88.0,8.0,110.16
2018-03-18 11:00:00,1,13.0,745.5,7.0,77.0,9.0,103.68
2018-03-18 12:00:00,1,12.5,745.9,6.0,72.5,7.5,103.68
2018-03-18 13:00:00,1,13.0,746.3,7.5,63.0,6.0,110.16
2018-03-18 14:00:00,1,12.0,746.3,3.5,77.0,8.0,97.2
2018-03-18 15:00:00,1,12.5,746.3,5.5,72.0,7.5,103.68
2018-03-18 16:00:00,1,11.0,746.65,5.5,77.0,7.0,103.68
2018-03-18 17:00:00,1,11.0,747.0,4.0,77.0,7.0,97.2
2018-03-18 18:00:00,1,11.0,747.8,3.5,74.5,6.5,103.68
2018-03-18 19:00:00,1,11.0,748.15,4.0,74.5,6.5,142.56
2018-03-18 20:00:00,1,11.0,748.5,4.0,72.0,6.0,1004.4
2018-03-18 21:00:00,1,10.5,748.9,3.0,71.5,5.5,524.88
2018-03-18 22:00:00,1,10.0,749.3,2.5,73.5,5.5,1198.8
2018-03-18 23:00:00,1,10.0,749.3,3.5,76.0,6.0,641.52
2018-03-19 00:00:00,1,9.5,749.3,3.0,71.5,4.5,583.2
2018-03-19 01:00:00,1,9.0,749.3,3.0,79.0,5.5,939.6
2018-03-19 02:00:00,1,9.0,748.5,3.0,76.0,5.0,1535.76
2018-03-19 03:00:00,1,8.0,748.5,3.0,82.0,5.0,654.48
2018-03-19 04:00:00,1,8.5,748.5,3.5,79.0,5.0,2196.72
2018-03-19 05:00:00,1,9.0,748.5,4.5,76.0,5.0,2177.28
2018-03-19 06:00:00,1,8.0,748.15,3.5,84.5,5.5,1535.76
2018-03-19 07:00:00,1,9.0,747.8,5.0,76.0,5.0,2598.48
2018-03-19 08:00:00,1,7.5,748.5,5.0,87.0,5.5,3518.64
2018-03-19 09:00:00,1,7.0,748.5,4.5,87.0,5.0,3214.08
2018-03-19 10:00:00,1,8.5,748.5,4.0,87.0,6.5,3382.56
2018-03-19 11:00:00,1,10.5,748.5,3.5,79.5,7.0,2818.8
2018-03-19 12:00:00,1,10.5,748.9,3.0,79.5,7.0,984.96
2018-03-19 13:00:00,1,8.0,749.7,3.0,87.0,6.0,810.0
2018-03-19 14:00:00,1,9.0,749.3,2.5,82.0,6.0,881.28
2018-03-19 15:00:00,1,9.0,750.1,3.0,90.5,7.5,1574.64
2018-03-19 16:00:00,1,10.5,750.1,3.5,74.5,6.0,2650.32
2018-03-19 17:00:00,1,10.5,750.1,4.0,66.5,4.5,1600.56
2018-03-19 18:00:00,1,9.5,750.8,1.0,73.5,5.0,1665.36
2018-03-19 19:00:00,1,7.0,751.6,2.0,87.0,5.0,3583.44
2018-03-19 20:00:00,1,7.0,751.95,2.0,87.0,5.0,3227.04
2018-03-19 21:00:00,1,7.0,752.3,1.5,87.0,5.0,3291.84
2018-03-19 22:00:00,1,6.5,752.3,2.5,84.0,4.0,3337.2
2018-03-19 23:00:00,1,6.0,752.3,2.5,87.0,4.0,3395.52
2018-03-20 00:00:00,1,5.0,752.3,2.0,93.0,4.0,3343.68
2018-03-20 01:00:00,1,8.0,753.1,2.5,82.0,5.0,3440.88
2018-03-20 02:00:00,1,7.0,752.3,2.5,87.0,5.0,3687.12
2018-03-20 03:00:00,1,6.0,751.95,3.0,87.0,4.0,3486.24
2018-03-20 04:00:00,1,6.0,752.3,2.5,84.0,3.5,2643.84
2018-03-20 05:00:00,1,5.0,751.95,2.5,87.0,3.0,2734.56
2018-03-20 06:00:00,1,5.0,752.3,2.0,87.0,3.0,2514.24
2018-03-20 07:00:00,1,9.5,752.3,3.5,71.0,4.5,2501.28
2018-03-20 08:00:00,1,10.5,752.3,4.0,69.0,5.0,3265.92
2018-03-20 09:00:00,1,11.0,753.1,4.0,69.5,5.5,2760.48
2018-03-20 10:00:00,1,11.5,752.3,4.5,65.0,5.0,2566.08
2018-03-20 11:00:00,1,10.5,752.3,6.5,69.5,5.0,2870.64
2018-03-20 12:00:00,1,9.0,751.95,5.5,84.5,6.5,2987.28
2018-03-20 13:00:00,1,10.0,750.45,4.0,71.0,5.0,2572.56
2018-03-20 14:00:00,1,9.5,750.1,4.5,76.5,5.5,2248.56
2018-03-20 15:00:00,1,9.5,749.7,7.0,73.5,5.0,1704.24
2018-03-20 16:00:00,1,9.5,749.3,7.0,79.0,6.0,3013.2
2018-03-20 17:00:00,1,9.5,748.5,6.5,79.0,6.0,2268.0
2018-03-20 18:00:00,1,9.0,748.9,6.0,81.5,6.0,1749.6
2018-03-20 19:00:00,1,10.0,749.7,5.0,79.0,6.5,2844.72
2018-03-20 20:00:00,1,8.5,750.8,4.5,87.0,6.5,3486.24
2018-03-20 21:00:00,1,9.0,750.8,4.0,84.5,6.5,3512.16
2018-03-20 22:00:00,1,8.5,750.8,3.5,82.0,5.5,3732.48
2018-03-20 23:00:00,1,8.0,750.8,2.5,84.5,5.5,3207.6
2018-03-21 00:00:00,1,8.5,750.8,5.0,81.5,5.5,3479.76
2018-03-21 01:00:00,1,7.5,750.1,5.0,78.5,4.0,3564.0
2018-03-21 02:00:00,1,7.0,750.1,5.0,81.0,4.0,3693.6
2018-03-21 03:00:00,1,6.0,750.1,6.0,81.0,3.0,3434.4
2018-03-21 04:00:00,1,6.0,750.1,6.0,84.0,3.5,1944.0
2018-03-21 05:00:00,1,6.0,750.8,6.5,87.0,4.0,1963.44
2018-03-21 06:00:00,1,6.0,751.95,5.5,87.0,4.0,2280.96
2018-03-21 07:00:00,1,6.0,753.1,5.0,84.0,3.5,3576.96
2018-03-21 08:00:00,1,6.5,753.9,5.5,81.0,3.5,2890.08
2018-03-21 09:00:00,1,8.5,754.6,6.0,71.0,3.5,3058.56
2018-03-21 10:00:00,1,10.0,755.4,5.5,71.0,5.0,3116.88
2018-03-21 11:00:00,1,11.0,755.4,5.0,62.0,4.0,2494.8
2018-03-21 12:00:00,1,12.0,755.8,4.5,56.0,3.5,3356.64
2018-03-21 13:00:00,1,12.0,756.2,3.0,56.0,3.5,2514.24
2018-03-21 14:00:00,1,12.0,756.2,3.5,54.0,3.0,2682.72
2018-03-21 15:00:00,1,12.0,756.2,2.5,56.0,3.5,3395.52
2018-03-21 16:00:00,1,11.5,756.55,3.5,62.5,4.5,2391.12
2018-03-21 17:00:00,1,10.5,757.3,3.5,79.5,7.0,797.04
2018-03-21 18:00:00,1,9.0,757.7,2.0,87.0,7.0,1613.52
2018-03-21 19:00:00,1,8.0,757.7,4.0,71.0,3.0,3356.64
2018-03-21 20:00:00,1,8.0,758.2,4.0,66.0,2.0,3466.8
2018-03-21 21:00:00,1,8.0,758.2,4.0,64.0,1.5,3505.68
2018-03-21 22:00:00,1,7.5,758.2,4.0,66.5,1.5,3188.16
2018-03-21 23:00:00,1,7.5,758.2,3.5,68.5,2.0,3570.48
2018-03-22 00:00:00,1,7.0,758.2,3.0,71.0,2.0,3246.48
2018-03-22 01:00:00,1,7.0,757.95,4.0,66.0,1.0,3181.68
2018-03-22 02:00:00,1,7.0,757.3,4.0,66.0,1.0,2792.88
2018-03-22 03:00:00,1,6.5,756.55,4.0,66.0,0.5,1244.16
2018-03-22 04:00:00,1,6.0,756.2,3.0,66.0,0.0,1069.2
2018-03-22 05:00:00,1,4.5,755.4,3.0,72.5,0.0,758.16
2018-03-22 06:00:00,1,4.0,755.0,3.5,75.0,0.0,745.2
2018-03-22 07:00:00,1,5.0,754.6,4.5,68.0,-0.5,810.0
2018-03-22 08:00:00,1,6.5,754.6,4.0,66.0,0.5,829.44
2018-03-22 09:00:00,1,8.5,753.9,4.5,57.5,0.5,855.36
2018-03-22 10:00:00,1,10.0,753.1,6.0,50.0,0.0,887.76
2018-03-22 11:00:00,1,10.5,752.7,5.5,50.5,0.5,816.48
2018-03-22 12:00:00,1,11.0,751.95,7.0,47.0,0.0,699.84
2018-03-22 13:00:00,1,11.0,751.2,5.5,44.0,-1.0,732.24
2018-03-22 14:00:00,1,12.0,750.1,6.0,42.5,-0.5,648.0
2018-03-22 15:00:00,1,11.0,749.3,6.0,45.5,-0.5,602.64
2018-03-22 16:00:00,1,9.0,749.3,8.5,50.0,-1.0,563.76
2018-03-22 17:00:00,1,7.5,749.7,7.5,49.5,-2.5,537.84
2018-03-22 18:00:00,1,6.5,750.1,6.0,49.0,-3.5,609.12
2018-03-22 19:00:00,1,6.0,750.1,6.0,49.0,-4.0,550.8
2018-03-22 20:00:00,1,5.5,750.1,5.0,51.0,-4.0,609.12
2018-03-22 21:00:00,1,4.0,750.1,4.5,52.0,-5.0,557.28
2018-03-22 22:00:00,1,4.0,750.1,4.5,52.0,-5.0,563.76
2018-03-22 23:00:00,1,3.0,750.1,4.0,56.0,-5.0,505.44
2018-03-23 00:00:00,1,2.0,749.7,2.5,62.5,-4.5,544.32
2018-03-23 01:00:00,1,2.0,749.3,2.5,62.5,-4.5,518.4
2018-03-23 02:00:00,1,1.5,749.3,2.5,65.0,-4.5,518.4
2018-03-23 03:00:00,1,1.5,749.3,3.0,62.5,-5.0,486.0
2018-03-23 04:00:00,1,1.0,749.3,3.0,65.0,-5.0,453.6
2018-03-23 05:00:00,1,1.0,749.3,4.0,65.0,-5.0,427.68
2018-03-23 06:00:00,1,1.0,749.3,3.0,65.0,-5.0,479.52
2018-03-23 07:00:00,1,3.5,749.3,5.0,54.0,-5.0,537.84
2018-03-23 08:00:00,1,5.5,749.3,6.0,49.5,-4.5,557.28
2018-03-23 09:00:00,1,6.5,749.7,7.0,46.0,-4.5,550.8
2018-03-23 10:00:00,1,8.5,749.3,7.0,41.5,-4.0,576.72
2018-03-23 11:00:00,1,9.5,749.3,6.5,38.5,-4.0,518.4
2018-03-23 12:00:00,1,10.5,749.3,6.0,39.0,-3.0,557.28
2018-03-23 13:00:00,1,10.5,749.3,7.0,39.0,-3.0,505.44
2018-03-23 14:00:00,1,11.0,748.5,7.5,39.5,-2.5,524.88
2018-03-23 15:00:00,1,10.5,748.5,8.0,40.5,-2.5,486.0
2018-03-23 16:00:00,1,9.5,748.5,7.5,41.5,-3.0,414.72
2018-03-23 17:00:00,1,8.5,748.5,7.5,44.5,-3.0,440.64
2018-03-23 18:00:00,1,7.5,748.9,6.5,46.0,-3.5,511.92
2018-03-23 19:00:00,1,6.5,749.3,4.0,51.0,-3.0,414.72
2018-03-23 20:00:00,1,6.0,749.7,2.0,55.0,-2.5,434.16
2018-03-23 21:00:00,1,6.0,750.1,2.0,55.0,-2.5,531.36
2018-03-23 22:00:00,1,6.0,750.1,2.5,55.0,-2.5,498.96
2018-03-23 23:00:00,1,5.0,750.1,1.0,63.5,-1.5,382.32
2018-03-24 00:00:00,1,4.5,750.8,2.5,63.0,-2.0,427.68
2018-03-24 01:00:00,1,4.0,750.45,3.0,65.0,-2.0,395.28
2018-03-24 02:00:00,1,4.0,750.1,3.0,65.0,-2.0,395.28
2018-03-24 03:00:00,1,4.0,750.1,3.5,65.0,-2.0,324.0
2018-03-24 04:00:00,1,3.0,750.8,3.0,70.0,-2.0,187.92
2018-03-24 05:00:00,1,2.5,750.8,3.0,72.5,-2.0,142.56
2018-03-24 06:00:00,1,2.0,750.8,3.0,75.0,-2.0,110.16
2018-03-24 07:00:00,1,3.5,750.8,2.5,72.5,-1.0,116.64
2018-03-24 08:00:00,1,5.5,751.2,3.0,65.5,-0.5,123.12
2018-03-24 09:00:00,1,7.5,751.6,2.5,55.0,-1.0,110.16
2018-03-24 10:00:00,1,10.0,751.6,2.0,52.5,0.5,110.16
2018-03-24 11:00:00,1,10.5,751.6,3.0,52.0,1.0,97.2
2018-03-24 12:00:00,1,11.5,751.6,3.5,54.0,2.5,110.16
2018-03-24 13:00:00,1,11.0,751.6,3.0,54.0,2.0,103.68
2018-03-24 14:00:00,1,11.0,751.6,3.0,54.0,2.0,97.2
2018-03-24 15:00:00,1,11.0,751.6,3.5,54.0,2.0,103.68
2018-03-24 16:00:00,1,11.0,751.6,3.5,54.0,2.0,97.2
2018-03-24 17:00:00,1,11.0,751.95,3.5,54.0,2.0,103.68
2018-03-24 18:00:00,1,9.5,752.3,3.0,60.0,2.0,97.2
2018-03-24 19:00:00,1,8.5,753.1,2.0,64.0,2.0,103.68
2018-03-24 20:00:00,1,8.0,753.1,2.0,66.0,2.0,103.68
2018-03-24 21:00:00,1,8.0,753.9,2.5,68.5,2.5,110.16
2018-03-24 22:00:00,1,8.5,753.9,1.5,64.0,2.0,103.68
2018-03-24 23:00:00,1,8.0,753.1,1.5,66.0,2.0,110.16
2018-03-25 00:00:00,1,8.0,753.1,2.5,66.0,2.0,110.16
2018-03-25 01:00:00,1,7.5,753.1,1.5,68.5,2.0,103.68
2018-03-25 02:00:00,1,7.0,752.3,2.5,63.5,0.5,110.16
2018-03-25 03:00:00,1,,,,,,116.64
2018-03-25 04:00:00,1,7.0,752.3,3.0,57.0,-1.0,116.64
2018-03-25 05:00:00,1,8.0,752.3,3.5,53.0,-1.0,116.64
2018-03-25 06:00:00,1,6.5,752.3,3.0,59.0,-1.0,116.64
2018-03-25 07:00:00,1,6.5,752.3,4.0,59.0,-1.0,116.64
2018-03-25 08:00:00,1,7.5,752.3,3.5,57.0,-0.5,110.16
2018-03-25 09:00:00,1,9.5,752.3,5.5,50.5,-0.5,110.16
2018-03-25 10:00:00,1,10.5,752.3,5.0,48.5,0.0,110.16
2018-03-25 11:00:00,1,12.0,752.3,5.0,42.5,-0.5,110.16
2018-03-25 12:00:00,1,13.0,751.95,3.5,37.0,-1.5,110.16
2018-03-25 13:00:00,1,14.0,751.6,4.0,30.0,-3.5,97.2
2018-03-25 14:00:00,1,15.0,750.8,3.5,30.0,-2.5,103.68
2018-03-25 15:00:00,1,14.5,750.8,4.0,34.5,-1.0,97.2
2018-03-25 16:00:00,1,15.5,750.1,3.5,29.0,-2.5,103.68
2018-03-25 17:00:00,1,15.0,750.1,3.5,32.5,-1.5,97.2
2018-03-25 18:00:00,1,14.0,750.1,4.0,39.0,0.0,103.68
2018-03-25 19:00:00,1,12.0,750.8,3.5,44.0,0.0,110.16
2018-03-25 20:00:00,1,10.5,751.2,3.0,48.5,0.0,1108.08
2018-03-25 21:00:00,1,10.0,751.6,2.5,54.0,1.0,492.48
2018-03-25 22:00:00,1,9.0,752.3,2.0,56.0,0.5,1166.4
2018-03-25 23:00:00,1,7.5,752.7,3.5,59.0,0.0,537.84
2018-03-26 00:00:00,1,7.0,752.7,3.0,61.0,0.0,557.28
2018-03-26 01:00:00,1,6.0,753.1,3.0,66.0,0.0,965.52
2018-03-26 02:00:00,1,6.0,753.1,3.0,66.0,0.0,1386.72
2018-03-26 03:00:00,1,5.0,753.1,1.0,70.0,0.0,874.8
2018-03-26 04:00:00,1,5.0,753.1,2.0,70.0,0.0,2682.72
2018-03-26 05:00:00,1,5.0,753.5,1.5,70.0,0.0,1555.2
2018-03-26 06:00:00,1,5.0,753.9,2.0,70.0,0.0,1095.12
2018-03-26 07:00:00,1,5.5,753.9,2.0,73.5,1.0,1470.96
2018-03-26 08:00:00,1,6.0,754.25,2.5,73.5,1.5,2514.24
2018-03-26 09:00:00,1,8.0,754.6,2.0,66.5,2.0,3330.72
2018-03-26 10:00:00,1,11.0,754.6,2.0,62.0,4.0,2216.16
2018-03-26 11:00:00,1,13.0,755.4,2.5,59.0,5.0,3350.16
2018-03-26 12:00:00,1,13.5,755.4,2.0,59.0,5.5,2967.84
2018-03-26 13:00:00,1,14.0,755.4,3.5,59.0,6.0,3434.4
2018-03-26 14:00:00,1,13.0,755.8,3.5,63.0,6.0,3090.96
2018-03-26 15:00:00,1,11.0,756.2,4.0,72.0,6.0,3531.6
2018-03-26 16:00:00,1,13.0,756.2,2.5,51.0,3.0,3129.84
2018-03-26 17:00:00,1,12.0,756.2,3.0,56.0,3.5,777.6
2018-03-26 18:00:00,1,12.0,756.9,3.0,60.5,4.5,2248.56
2018-03-26 19:00:00,1,11.5,757.3,2.0,65.0,5.0,3414.96
2018-03-26 20:00:00,1,10.0,757.7,1.5,71.0,5.0,3518.64
2018-03-26 21:00:00,1,9.0,758.2,2.0,76.0,5.0,3201.12
2018-03-26 22:00:00,1,9.0,758.2,2.0,79.0,5.5,3090.96
2018-03-26 23:00:00,1,9.0,758.2,2.0,76.0,5.0,3525.12
2018-03-27 00:00:00,1,7.5,758.2,2.5,84.5,5.0,3512.16
2018-03-27 01:00:00,1,7.0,758.6,2.0,84.0,4.5,3713.04
2018-03-27 02:00:00,1,7.0,759.0,2.0,79.0,3.5,3667.68
2018-03-27 03:00:00,1,5.5,759.0,2.0,87.0,3.5,2533.68
2018-03-27 04:00:00,1,5.5,759.0,1.0,87.0,3.5,2028.24
2018-03-27 05:00:00,1,5.0,758.6,2.0,78.5,1.5,2060.64
2018-03-27 06:00:00,1,4.0,759.0,1.5,81.0,1.0,1645.92
2018-03-27 07:00:00,1,4.5,759.0,2.0,81.5,1.5,3324.24
2018-03-27 08:00:00,1,5.5,759.7,3.0,84.0,3.0,3278.88
2018-03-27 09:00:00,1,9.0,759.7,2.0,73.5,4.5,2928.96
2018-03-27 10:00:00,1,12.0,760.5,1.5,61.0,4.5,3078.0
2018-03-27 11:00:00,1,13.5,760.5,2.0,53.0,4.0,3136.32
2018-03-27 12:00:00,1,14.5,760.5,1.5,48.0,3.5,2812.32
2018-03-27 13:00:00,1,15.5,760.5,2.5,42.0,2.5,2818.8
2018-03-27 14:00:00,1,16.0,760.1,2.5,46.5,4.5,2818.8
2018-03-27 15:00:00,1,15.5,759.7,3.5,49.5,5.0,2384.64
2018-03-27 16:00:00,1,15.0,759.7,4.0,51.0,5.0,3142.8
2018-03-27 17:00:00,1,14.5,759.7,3.0,53.0,5.0,1905.12
2018-03-27 18:00:00,1,13.5,759.7,4.0,65.0,7.0,2384.64
2018-03-27 19:00:00,1,12.0,760.5,3.0,72.0,7.0,3648.24
2018-03-27 20:00:00,1,10.5,760.85,2.0,74.0,6.0,3609.36
2018-03-27 21:00:00,1,8.5,761.2,2.5,81.5,5.5,3667.68
2018-03-27 22:00:00,1,8.0,761.2,2.5,87.0,6.0,2903.04
2018-03-27 23:00:00,1,7.0,761.2,3.0,87.0,5.0,3499.2
2018-03-28 00:00:00,1,9.0,761.2,2.5,84.5,6.5,3486.24
2018-03-28 01:00:00,1,9.5,761.2,1.5,84.5,7.0,3596.4
2018-03-28 02:00:00,1,8.5,760.5,2.5,90.0,7.0,3363.12
2018-03-28 03:00:00,1,8.0,760.5,3.0,93.0,7.0,3220.56
2018-03-28 04:00:00,1,8.0,759.7,2.0,90.0,6.5,2812.32
2018-03-28 05:00:00,1,,,,,,1529.28
2018-03-28 06:00:00,1,8.0,759.7,3.0,90.0,6.5,2028.24
2018-03-28 07:00:00,1,9.0,759.7,3.0,87.0,7.0,3525.12
2018-03-28 08:00:00,1,11.5,759.7,3.0,77.0,7.5,3602.88
2018-03-28 09:00:00,1,13.0,759.7,4.0,67.0,7.0,3090.96
2018-03-28 10:00:00,1,14.5,759.7,4.0,61.0,7.0,3220.56
2018-03-28 11:00:00,1,15.0,760.1,4.5,57.0,6.5,3188.16
2018-03-28 12:00:00,1,16.0,759.7,4.0,55.0,7.0,2216.16
2018-03-28 13:00:00,1,16.0,759.7,4.5,57.0,7.5,3389.04
2018-03-28 14:00:00,1,16.0,759.0,5.0,59.0,8.0,3440.88
2018-03-28 15:00:00,1,17.0,759.0,4.5,52.5,7.0,3589.92
2018-03-28 16:00:00,1,16.0,759.0,5.0,59.0,8.0,2773.44
2018-03-28 17:00:00,1,15.5,758.6,5.0,59.0,7.5,784.08
2018-03-28 18:00:00,1,14.5,758.6,5.5,65.0,8.0,2760.48
2018-03-28 19:00:00,1,13.0,759.0,5.0,77.0,9.0,2987.28
2018-03-28 20:00:00,1,12.0,759.0,5.0,82.0,9.0,3078.0
2018-03-28 21:00:00,1,12.0,759.35,5.5,82.0,9.0,3473.28
2018-03-28 22:00:00,1,11.5,759.7,4.5,85.0,9.0,3298.32
2018-03-28 23:00:00,1,12.0,759.35,4.5,82.0,9.0,3142.8
2018-03-29 00:00:00,1,11.0,759.35,4.0,85.0,8.5,3285.36
2018-03-29 01:00:00,1,12.0,759.0,3.0,79.5,8.5,3421.44
2018-03-29 02:00:00,1,13.0,759.0,4.0,77.0,9.0,3389.04
2018-03-29 03:00:00,1,13.0,758.6,5.0,77.0,9.0,1561.68
2018-03-29 04:00:00,1,12.0,758.2,5.0,82.0,9.0,1108.08
2018-03-29 05:00:00,1,12.0,758.2,5.0,82.0,9.0,771.12
2018-03-29 06:00:00,1,12.0,758.2,4.0,82.0,9.0,751.68
2018-03-29 07:00:00,1,13.0,759.0,5.0,77.0,9.0,842.4
2018-03-29 08:00:00,1,13.5,759.0,6.0,79.5,10.0,855.36
2018-03-29 09:00:00,1,14.5,759.0,6.5,74.5,10.0,822.96
2018-03-29 10:00:00,1,16.0,759.0,5.5,65.5,9.5,829.44
2018-03-29 11:00:00,1,17.0,759.0,6.0,61.5,9.5,764.64
2018-03-29 12:00:00,1,18.0,759.0,5.5,58.0,9.5,589.68
2018-03-29 13:00:00,1,18.5,759.0,6.0,62.0,11.0,628.56
2018-03-29 14:00:00,1,18.0,758.6,6.0,60.0,10.0,609.12
2018-03-29 15:00:00,1,18.0,758.2,6.0,60.0,10.0,622.08
2018-03-29 16:00:00,1,17.5,757.7,6.5,62.0,10.0,557.28
2018-03-29 17:00:00,1,17.5,757.7,6.0,62.0,10.0,550.8
2018-03-29 18:00:00,1,16.0,758.2,6.5,72.0,11.0,557.28
2018-03-29 19:00:00,1,14.5,757.7,8.0,72.0,9.5,511.92
2018-03-29 20:00:00,1,14.0,757.95,6.0,74.5,9.5,544.32
2018-03-29 21:00:00,1,13.0,759.0,6.0,82.0,10.0,537.84
2018-03-29 22:00:00,1,13.0,758.6,7.5,82.0,10.0,524.88
2018-03-29 23:00:00,1,13.5,758.2,6.5,77.0,9.5,473.04
2018-03-30 00:00:00,1,13.5,758.2,7.0,72.0,8.5,511.92
2018-03-30 01:00:00,1,13.5,758.2,7.0,74.5,9.0,473.04
2018-03-30 02:00:00,1,14.0,758.2,9.0,72.0,9.0,479.52
2018-03-30 03:00:00,1,14.0,758.2,9.0,72.0,9.0,375.84
2018-03-30 04:00:00,1,14.0,757.7,8.0,72.0,9.0,239.76
2018-03-30 05:00:00,1,14.0,757.7,9.5,69.5,8.5,162.0
2018-03-30 06:00:00,1,14.0,757.7,7.5,67.0,8.0,162.0
2018-03-30 07:00:00,1,14.5,757.7,6.5,65.0,8.0,77.76
2018-03-30 08:00:00,1,15.0,757.7,8.5,63.0,8.0,0.0
2018-03-30 09:00:00,1,16.0,757.7,10.0,59.0,8.0,0.0
2018-03-30 10:00:00,1,17.0,757.95,10.0,56.0,8.0,0.0
2018-03-30 11:00:00,1,17.5,758.2,8.0,57.5,9.0,0.0
2018-03-30 12:00:00,1,17.5,758.2,9.0,57.5,9.0,0.0
2018-03-30 13:00:00,1,17.5,757.95,9.0,60.0,9.5,0.0
2018-03-30 14:00:00,1,18.0,757.7,6.5,60.0,10.0,0.0
2018-03-30 15:00:00,1,19.0,757.3,7.5,56.0,10.0,0.0
2018-03-30 16:00:00,1,19.0,756.9,6.5,52.0,9.0,0.0
2018-03-30 17:00:00,1,18.0,756.9,5.0,58.0,9.5,0.0
2018-03-30 18:00:00,1,17.5,756.9,3.0,60.0,9.5,0.0
2018-03-30 19:00:00,1,16.0,756.2,3.5,72.0,11.0,0.0
2018-03-30 20:00:00,1,15.0,756.9,2.5,77.0,11.0,0.0
2018-03-30 21:00:00,1,14.0,756.9,1.5,82.0,11.0,0.0
2018-03-30 22:00:00,1,14.0,756.9,1.5,82.0,11.0,0.0
2018-03-30 23:00:00,1,14.0,756.9,2.0,82.0,11.0,0.0
2018-03-31 00:00:00,1,13.5,756.9,2.0,85.0,11.0,0.0
2018-03-31 01:00:00,1,13.0,756.2,2.0,94.0,12.0,0.0
2018-03-31 02:00:00,1,13.0,754.6,2.5,88.0,11.0,0.0
2018-03-31 03:00:00,1,16.0,754.25,5.0,65.5,9.5,0.0
2018-03-31 04:00:00,1,16.5,752.7,4.5,57.5,8.0,0.0
2018-03-31 05:00:00,1,15.0,752.7,4.5,68.0,9.0,0.0
2018-03-31 06:00:00,1,14.0,752.3,5.5,77.0,10.0,0.0
2018-03-31 07:00:00,1,14.0,752.3,6.0,82.0,11.0,0.0
2018-03-31 08:00:00,1,14.0,752.3,6.0,85.0,11.5,
2018-03-31 09:00:00,1,14.0,752.7,5.5,88.0,12.0,
2018-03-31 10:00:00,1,14.0,752.3,4.0,88.0,12.0,0.0
2018-03-31 11:00:00,1,14.0,752.3,5.5,79.5,10.5,0.0
2018-03-31 12:00:00,1,13.5,752.3,4.0,82.0,10.5,0.0
2018-03-31 13:00:00,1,15.0,751.6,4.0,72.0,10.0,0.0
2018-03-31 14:00:00,1,15.5,751.2,4.5,70.0,10.0,0.0
2018-03-31 15:00:00,1,14.5,750.45,5.0,75.0,10.0,129.6
2018-03-31 16:00:00,1,12.0,750.1,4.5,77.0,8.0,149.04
2018-03-31 17:00:00,1,11.0,750.05,6.5,84.5,8.5,149.04
2018-03-31 18:00:00,1,9.0,750.8,1.0,90.5,7.5,142.56
2018-03-31 19:00:00,1,9.0,750.45,2.5,90.5,7.5,97.2
2018-03-31 20:00:00,1,9.0,750.8,3.5,87.0,7.0,103.68
2018-03-31 21:00:00,1,9.0,751.2,2.0,87.0,7.0,110.16
2018-03-31 22:00:00,1,7.5,751.6,2.0,90.0,6.0,103.68
2018-03-31 23:00:00,1,7.5,751.6,2.0,93.0,6.5,103.68
2018-04-01 00:00:00,1,10.0,756.9,1.0,79.5,6.5,110.16
2018-04-01 01:00:00,1,9.0,756.9,2.0,82.0,6.0,103.68
2018-04-01 02:00:00,1,8.5,757.3,1.5,84.5,6.0,103.68
2018-04-01 03:00:00,1,8.5,756.9,1.5,84.5,6.0,110.16
2018-04-01 04:00:00,1,7.0,757.7,1.5,93.0,6.0,155.52
2018-04-01 05:00:00,1,7.0,757.7,2.0,87.0,5.0,181.44
2018-04-01 06:00:00,1,7.0,757.3,2.5,90.0,5.5,194.4
2018-04-01 07:00:00,1,7.0,757.7,2.0,87.0,5.0,226.8
2018-04-01 08:00:00,1,8.0,757.7,2.0,82.0,5.0,233.28
2018-04-01 09:00:00,1,9.0,758.6,1.0,81.5,6.0,278.64
2018-04-01 10:00:00,1,10.5,758.6,1.0,79.5,7.0,298.08
2018-04-01 11:00:00,1,11.5,758.6,1.5,69.5,6.0,304.56
2018-04-01 12:00:00,1,13.5,758.2,1.0,63.0,6.5,330.48
2018-04-01 13:00:00,1,14.5,757.95,2.0,57.0,6.0,343.44
2018-04-01 14:00:00,1,15.5,757.3,1.5,51.5,5.5,343.44
2018-04-01 15:00:00,1,15.5,757.3,2.5,57.0,7.0,304.56
2018-04-01 16:00:00,1,13.5,757.3,2.5,72.0,8.5,317.52
2018-04-01 17:00:00,1,12.5,757.7,3.0,72.0,7.5,369.36
2018-04-01 18:00:00,1,11.5,757.7,2.0,74.5,7.0,321.22
2018-04-01 19:00:00,1,10.5,757.7,2.0,79.5,7.0,393.12
2018-04-01 20:00:00,1,10.5,757.3,1.5,77.0,6.5,1283.04
2018-04-01 21:00:00,1,9.5,757.3,1.5,73.5,5.0,764.64
2018-04-01 22:00:00,1,12.0,756.9,4.0,67.5,6.0,855.36
2018-04-01 23:00:00,1,13.0,756.9,3.5,74.5,8.5,803.52
2018-04-02 00:00:00,1,5.5,755.8,2.0,84.0,3.0,907.2
2018-04-02 01:00:00,1,4.5,755.8,3.0,90.0,3.0,965.52
