,dummy,T,P,Ff,U,Td,Demand/Usage
2017-08-25 04:00:00,1,19.0,765.0,1.0,52.0,9.0,790.56
2017-08-25 05:00:00,1,19.0,765.0,1.5,49.0,8.0,680.4
2017-08-25 06:00:00,1,19.0,765.0,2.0,44.5,6.5,660.96
2017-08-25 07:00:00,1,19.5,765.0,1.0,50.5,9.0,706.32
2017-08-25 08:00:00,1,23.5,765.4,1.0,44.0,10.5,673.92
2017-08-25 09:00:00,1,25.5,765.8,2.0,44.5,12.5,589.68
2017-08-25 10:00:00,1,27.5,765.8,2.0,37.0,11.5,615.6
2017-08-25 11:00:00,1,30.0,765.8,1.5,29.0,10.0,550.8
2017-08-25 12:00:00,1,31.0,765.4,2.0,25.0,9.0,479.52
2017-08-25 13:00:00,1,32.0,765.0,3.0,25.5,10.0,511.92
2017-08-25 14:00:00,1,31.5,765.0,4.0,31.0,12.5,479.52
2017-08-25 15:00:00,1,31.5,765.0,5.0,31.0,12.5,505.44
2017-08-25 16:00:00,1,31.0,764.3,4.5,32.0,12.5,473.04
2017-08-25 17:00:00,1,30.0,764.3,4.0,34.0,12.5,453.6
2017-08-25 18:00:00,1,29.5,764.3,3.5,37.5,13.5,473.04
2017-08-25 19:00:00,1,27.5,764.3,3.0,49.5,16.0,453.6
2017-08-25 20:00:00,1,25.5,764.65,2.5,54.0,15.5,453.6
2017-08-25 21:00:00,1,24.5,764.25,1.0,61.0,16.5,440.64
2017-08-25 22:00:00,1,22.5,765.0,1.0,69.0,16.5,447.12
2017-08-25 23:00:00,1,22.0,765.0,1.0,59.0,13.5,408.24
2017-08-26 00:00:00,1,21.0,765.0,2.0,53.5,11.0,434.16
2017-08-26 01:00:00,1,21.0,764.3,2.0,44.5,8.5,414.72
2017-08-26 02:00:00,1,21.0,764.3,1.0,46.0,9.0,375.84
2017-08-26 03:00:00,1,20.5,764.3,1.0,49.5,9.5,246.24
2017-08-26 04:00:00,1,21.0,763.5,3.0,50.0,10.0,103.68
2017-08-26 05:00:00,1,21.0,763.5,3.0,51.5,10.5,97.2
2017-08-26 06:00:00,1,21.0,763.5,2.5,50.0,10.0,97.2
2017-08-26 07:00:00,1,21.5,763.5,2.0,48.5,10.0,90.72
2017-08-26 08:00:00,1,22.5,764.3,2.0,47.0,10.5,90.72
2017-08-26 09:00:00,1,25.5,764.3,2.0,36.5,9.5,90.72
2017-08-26 10:00:00,1,28.0,764.3,2.0,30.5,9.0,90.72
2017-08-26 11:00:00,1,30.0,764.3,2.0,30.0,10.5,84.24
2017-08-26 12:00:00,1,32.0,763.5,2.5,29.0,12.0,90.72
2017-08-26 13:00:00,1,32.0,763.5,3.5,32.0,13.5,90.72
2017-08-26 14:00:00,1,32.0,763.15,4.5,30.0,12.5,84.24
2017-08-26 15:00:00,1,31.5,762.8,5.0,29.0,11.5,90.72
2017-08-26 16:00:00,1,32.0,762.8,4.0,28.0,11.5,90.72
2017-08-26 17:00:00,1,30.5,762.8,4.0,33.0,12.5,84.24
2017-08-26 18:00:00,1,30.0,762.8,3.5,32.0,11.5,90.72
2017-08-26 19:00:00,1,28.5,762.8,3.0,35.0,11.5,90.72
2017-08-26 20:00:00,1,26.5,762.8,1.5,45.0,13.5,97.2
2017-08-26 21:00:00,1,25.5,762.8,1.5,46.0,13.0,110.16
2017-08-26 22:00:00,1,25.0,762.8,1.0,43.0,11.5,103.68
2017-08-26 23:00:00,1,23.5,762.8,1.0,44.0,10.5,97.2
2017-08-27 00:00:00,1,22.5,762.8,1.5,45.5,10.0,97.2
2017-08-27 01:00:00,1,22.5,762.8,1.0,48.5,11.0,103.68
2017-08-27 02:00:00,1,23.0,762.8,1.5,45.5,10.5,97.2
2017-08-27 03:00:00,1,23.0,762.8,2.0,48.5,11.5,97.2
2017-08-27 04:00:00,1,22.0,762.0,2.0,50.0,11.0,149.04
2017-08-27 05:00:00,1,22.0,762.0,1.5,64.0,14.5,168.48
2017-08-27 06:00:00,1,21.5,762.0,2.0,51.5,11.0,181.44
2017-08-27 07:00:00,1,23.0,762.0,2.0,48.5,11.5,174.96
2017-08-27 08:00:00,1,24.5,762.4,2.0,44.0,11.5,181.44
2017-08-27 09:00:00,1,26.5,762.8,1.5,40.5,12.0,168.48
2017-08-27 10:00:00,1,29.5,762.8,1.5,34.0,12.0,207.36
2017-08-27 11:00:00,1,31.5,762.0,2.0,30.0,12.0,207.36
2017-08-27 12:00:00,1,33.5,762.0,3.0,25.5,11.0,220.32
2017-08-27 13:00:00,1,34.0,762.0,3.5,21.5,9.0,298.08
2017-08-27 14:00:00,1,34.0,761.2,4.0,20.0,8.0,298.08
2017-08-27 15:00:00,1,33.5,761.2,5.0,23.5,10.0,265.68
2017-08-27 16:00:00,1,32.0,761.2,5.5,29.5,12.0,278.64
2017-08-27 17:00:00,1,31.5,760.85,5.0,34.5,14.0,311.04
2017-08-27 18:00:00,1,30.0,760.5,3.5,39.0,14.5,486.0
2017-08-27 19:00:00,1,28.5,760.5,2.5,44.0,15.0,622.08
2017-08-27 20:00:00,1,26.5,760.85,2.0,51.0,15.5,628.56
2017-08-27 21:00:00,1,25.5,761.2,2.0,55.5,16.0,660.96
2017-08-27 22:00:00,1,24.5,761.2,2.0,59.0,16.0,790.56
2017-08-27 23:00:00,1,23.5,761.2,1.5,57.0,14.5,1425.6
2017-08-28 00:00:00,1,23.0,761.2,1.0,57.0,14.0,1023.84
2017-08-28 01:00:00,1,22.5,761.2,1.5,61.0,14.5,913.68
2017-08-28 02:00:00,1,23.0,761.2,2.0,53.0,13.0,648.0
2017-08-28 03:00:00,1,,,,,,518.4
2017-08-28 04:00:00,1,23.0,760.5,2.0,57.0,14.0,881.28
2017-08-28 05:00:00,1,,,,,,2235.6
2017-08-28 06:00:00,1,21.5,760.5,1.5,58.5,13.0,1380.24
2017-08-28 07:00:00,1,23.0,760.85,1.5,53.5,13.0,1192.32
2017-08-28 08:00:00,1,25.5,761.2,1.0,50.5,14.5,3019.68
2017-08-28 09:00:00,1,28.0,761.2,1.5,49.5,16.5,1995.84
2017-08-28 10:00:00,1,29.5,761.2,2.0,37.5,13.5,2274.48
2017-08-28 11:00:00,1,31.5,761.2,3.5,29.0,11.5,2617.92
2017-08-28 12:00:00,1,33.5,761.2,3.0,24.5,10.5,920.16
2017-08-28 13:00:00,1,34.5,760.5,3.0,27.0,13.0,2099.52
2017-08-28 14:00:00,1,35.5,759.7,3.5,22.0,10.5,1561.68
2017-08-28 15:00:00,1,35.0,759.7,4.5,21.0,9.5,1944.0
2017-08-28 16:00:00,1,34.0,759.7,5.0,23.5,10.5,939.6
2017-08-28 17:00:00,1,33.0,759.0,5.0,23.5,9.5,3032.64
2017-08-28 18:00:00,1,33.0,759.0,5.0,23.0,9.0,1671.84
2017-08-28 19:00:00,1,31.0,759.0,2.0,28.5,10.5,1658.88
2017-08-28 20:00:00,1,28.5,759.35,2.0,34.0,11.0,1976.4
2017-08-28 21:00:00,1,27.0,759.7,1.5,35.5,10.5,2546.64
2017-08-28 22:00:00,1,26.5,759.7,2.0,35.5,10.0,2838.24
2017-08-28 23:00:00,1,25.5,759.7,2.0,36.5,9.5,2715.12
2017-08-29 00:00:00,1,25.5,759.7,1.5,38.0,10.0,2818.8
2017-08-29 01:00:00,1,24.5,759.7,2.0,40.0,10.0,1963.44
2017-08-29 02:00:00,1,24.0,759.7,2.5,41.0,10.0,2935.44
2017-08-29 03:00:00,1,24.0,759.7,2.0,45.5,11.5,2384.64
2017-08-29 04:00:00,1,25.0,759.7,1.0,51.0,14.0,2520.72
2017-08-29 05:00:00,1,24.5,759.7,3.5,47.0,12.5,1153.44
2017-08-29 06:00:00,1,24.5,759.7,1.5,47.0,12.5,1458.0
2017-08-29 07:00:00,1,24.5,759.7,2.5,48.5,13.0,1257.12
2017-08-29 08:00:00,1,26.5,760.5,2.0,43.5,13.0,1438.56
2017-08-29 09:00:00,1,28.5,760.1,3.0,38.5,13.0,2961.36
2017-08-29 10:00:00,1,30.5,760.5,3.5,35.5,13.5,2643.84
2017-08-29 11:00:00,1,31.5,760.5,2.5,33.0,13.5,2812.32
2017-08-29 12:00:00,1,32.5,759.7,1.5,30.5,13.0,2455.92
2017-08-29 13:00:00,1,33.5,759.7,3.0,32.0,14.5,3019.68
2017-08-29 14:00:00,1,33.5,759.7,4.0,36.0,16.5,2786.4
2017-08-29 15:00:00,1,33.0,759.7,3.5,36.0,16.0,3013.2
2017-08-29 16:00:00,1,32.5,759.0,4.0,36.0,15.5,2138.4
2017-08-29 17:00:00,1,32.5,759.0,4.0,35.0,15.0,2533.68
2017-08-29 18:00:00,1,30.0,759.0,3.5,41.5,15.5,1522.8
2017-08-29 19:00:00,1,28.5,759.0,2.5,48.0,16.5,2546.64
2017-08-29 20:00:00,1,27.5,759.7,1.5,49.5,16.0,2611.44
2017-08-29 21:00:00,1,25.5,759.7,2.0,54.0,15.5,2313.36
2017-08-29 22:00:00,1,25.0,760.1,1.5,43.0,11.5,2779.92
2017-08-29 23:00:00,1,25.5,760.5,2.0,39.0,10.5,2261.52
2017-08-30 00:00:00,1,24.5,760.5,1.5,43.0,11.0,2702.16
2017-08-30 01:00:00,1,23.0,760.5,2.5,50.0,12.0,2585.52
2017-08-30 02:00:00,1,24.0,761.2,3.0,50.0,13.0,2715.12
2017-08-30 03:00:00,1,23.0,760.85,1.5,53.0,13.0,2818.8
2017-08-30 04:00:00,1,23.0,761.2,2.0,53.0,13.0,2280.96
2017-08-30 05:00:00,1,23.0,760.5,2.0,51.5,12.5,1192.32
2017-08-30 06:00:00,1,22.0,761.2,1.0,53.0,12.0,1535.76
2017-08-30 07:00:00,1,22.5,761.2,1.5,53.0,12.5,2410.56
2017-08-30 08:00:00,1,24.5,762.0,1.0,48.5,13.0,2144.88
2017-08-30 09:00:00,1,27.0,762.0,2.0,42.0,13.0,2851.2
2017-08-30 10:00:00,1,29.0,762.0,3.0,36.0,12.5,3019.68
2017-08-30 11:00:00,1,30.0,762.0,2.5,34.0,12.5,2779.92
2017-08-30 12:00:00,1,31.0,762.0,2.5,33.0,13.0,2494.8
2017-08-30 13:00:00,1,31.5,762.0,3.5,32.0,13.0,2656.8
2017-08-30 14:00:00,1,32.0,761.6,3.0,28.0,11.5,3278.88
2017-08-30 15:00:00,1,32.0,761.2,3.5,29.0,12.0,3097.44
2017-08-30 16:00:00,1,31.0,761.2,4.0,33.0,13.0,2799.36
2017-08-30 17:00:00,1,30.0,760.5,4.0,42.0,15.5,1218.24
2017-08-30 18:00:00,1,28.5,761.2,4.0,49.5,17.0,1289.52
2017-08-30 19:00:00,1,26.5,761.2,3.5,66.0,19.5,2442.96
2017-08-30 20:00:00,1,25.5,762.0,3.0,74.5,20.5,2624.4
2017-08-30 21:00:00,1,25.0,762.0,2.0,79.0,21.0,2410.56
2017-08-30 22:00:00,1,24.0,762.0,1.0,83.0,21.0,2954.88
2017-08-30 23:00:00,1,23.0,762.0,1.5,67.0,16.5,2682.72
2017-08-31 00:00:00,1,22.0,762.0,2.5,65.0,15.0,2164.32
2017-08-31 01:00:00,1,22.5,762.0,1.0,61.0,14.5,3110.4
2017-08-31 02:00:00,1,22.0,762.0,1.5,65.0,15.0,1613.52
2017-08-31 03:00:00,1,21.0,762.0,2.0,69.0,15.0,2287.44
2017-08-31 04:00:00,1,21.0,762.0,2.0,60.0,13.0,946.08
2017-08-31 05:00:00,1,21.0,762.0,2.0,56.5,12.0,706.32
2017-08-31 06:00:00,1,21.0,762.0,1.5,64.0,14.0,693.36
2017-08-31 07:00:00,1,22.0,762.4,1.5,69.0,16.0,751.68
2017-08-31 08:00:00,1,23.5,763.15,1.5,59.0,15.0,738.72
2017-08-31 09:00:00,1,26.0,763.5,1.0,54.0,16.0,660.96
2017-08-31 10:00:00,1,28.5,763.5,2.0,48.0,16.5,680.4
2017-08-31 11:00:00,1,29.5,763.5,3.0,45.5,16.5,686.88
2017-08-31 12:00:00,1,30.0,763.5,2.5,52.0,19.0,648.0
2017-08-31 13:00:00,1,31.0,763.15,3.0,47.5,18.5,712.8
2017-08-31 14:00:00,1,31.5,762.8,3.0,46.0,18.5,660.96
2017-08-31 15:00:00,1,31.5,762.0,4.0,47.5,19.0,596.16
2017-08-31 16:00:00,1,30.0,762.0,4.0,50.5,18.5,557.28
2017-08-31 17:00:00,1,29.0,762.4,4.0,58.5,20.0,518.4
2017-08-31 18:00:00,1,27.5,762.8,3.5,66.0,20.5,518.4
2017-08-31 19:00:00,1,26.5,762.8,3.0,76.5,22.0,505.44
2017-08-31 20:00:00,1,26.0,763.15,2.0,79.0,22.0,492.48
2017-08-31 21:00:00,1,25.0,763.15,2.0,83.0,22.0,505.44
2017-08-31 22:00:00,1,25.0,763.15,2.0,81.0,21.5,486.0
2017-08-31 23:00:00,1,23.5,762.8,1.5,83.0,20.5,466.56
2017-09-01 00:00:00,1,,,,,,505.44
2017-09-01 01:00:00,1,,,,,,466.56
2017-09-01 02:00:00,1,,,,,,479.52
2017-09-01 03:00:00,1,,,,,,421.2
2017-09-01 04:00:00,1,,,,,,369.36
2017-09-01 05:00:00,1,,,,,,343.44
2017-09-01 06:00:00,1,,,,,,369.36
2017-09-01 07:00:00,1,,,,,,408.24
2017-09-01 08:00:00,1,,,,,,421.2
2017-09-01 09:00:00,1,,,,,,388.8
2017-09-01 10:00:00,1,,,,,,408.24
2017-09-01 11:00:00,1,,,,,,388.8
2017-09-01 12:00:00,1,,,,,,349.92
2017-09-01 13:00:00,1,,,,,,388.8
2017-09-01 14:00:00,1,,,,,,388.8
2017-09-01 15:00:00,1,,,,,,395.28
2017-09-01 16:00:00,1,,,,,,369.36
2017-09-01 17:00:00,1,,,,,,343.44
2017-09-01 18:00:00,1,,,,,,356.4
2017-09-01 19:00:00,1,,,,,,343.44
2017-09-01 20:00:00,1,,,,,,356.4
2017-09-01 21:00:00,1,,,,,,356.4
2017-09-01 22:00:00,1,,,,,,362.88
2017-09-01 23:00:00,1,,,,,,336.96
2017-09-02 00:00:00,1,,,,,,362.88
2017-09-02 01:00:00,1,,,,,,343.44
2017-09-02 02:00:00,1,,,,,,330.48
2017-09-02 03:00:00,1,,,,,,174.96
2017-09-02 04:00:00,1,,,,,,97.2
2017-09-02 05:00:00,1,,,,,,97.2
2017-09-02 06:00:00,1,,,,,,90.72
2017-09-02 07:00:00,1,,,,,,97.2
2017-09-02 08:00:00,1,,,,,,84.24
2017-09-02 09:00:00,1,,,,,,90.72
2017-09-02 10:00:00,1,,,,,,84.24
2017-09-02 11:00:00,1,,,,,,84.24
2017-09-02 12:00:00,1,,,,,,90.72
2017-09-02 13:00:00,1,,,,,,84.24
2017-09-02 14:00:00,1,,,,,,90.72
2017-09-02 15:00:00,1,,,,,,84.24
2017-09-02 16:00:00,1,,,,,,84.24
2017-09-02 17:00:00,1,,,,,,90.72
2017-09-02 18:00:00,1,,,,,,84.24
2017-09-02 19:00:00,1,,,,,,90.72
2017-09-02 20:00:00,1,,,,,,90.72
2017-09-02 21:00:00,1,,,,,,97.2
2017-09-02 22:00:00,1,,,,,,97.2
2017-09-02 23:00:00,1,,,,,,97.2
2017-09-03 00:00:00,1,,,,,,90.72
2017-09-03 01:00:00,1,,,,,,97.2
2017-09-03 02:00:00,1,,,,,,97.2
2017-09-03 03:00:00,1,,,,,,97.2
2017-09-03 04:00:00,1,,,,,,97.2
2017-09-03 05:00:00,1,,,,,,97.2
2017-09-03 06:00:00,1,,,,,,97.2
2017-09-03 07:00:00,1,,,,,,90.72
2017-09-03 08:00:00,1,,,,,,90.72
2017-09-03 09:00:00,1,,,,,,90.72
2017-09-03 10:00:00,1,,,,,,90.72
2017-09-03 11:00:00,1,,,,,,90.72
2017-09-03 12:00:00,1,,,,,,90.72
2017-09-03 13:00:00,1,,,,,,90.72
2017-09-03 14:00:00,1,,,,,,84.24
2017-09-03 15:00:00,1,,,,,,90.72
2017-09-03 16:00:00,1,,,,,,84.24
2017-09-03 17:00:00,1,,,,,,90.72
2017-09-03 18:00:00,1,,,,,,84.24
2017-09-03 19:00:00,1,,,,,,90.72
2017-09-03 20:00:00,1,,,,,,97.2
2017-09-03 21:00:00,1,,,,,,103.68
2017-09-03 22:00:00,1,,,,,,103.68
2017-09-03 23:00:00,1,,,,,,103.68
2017-09-04 00:00:00,1,,,,,,103.68
2017-09-04 01:00:00,1,,,,,,103.68
2017-09-04 02:00:00,1,,,,,,103.68
2017-09-04 03:00:00,1,,,,,,110.16
2017-09-04 04:00:00,1,,,,,,194.4
2017-09-04 05:00:00,1,,,,,,220.32
2017-09-04 06:00:00,1,,,,,,233.28
2017-09-04 07:00:00,1,,,,,,252.72
2017-09-04 08:00:00,1,,,,,,239.76
2017-09-04 09:00:00,1,,,,,,252.72
2017-09-04 10:00:00,1,,,,,,246.24
2017-09-04 11:00:00,1,,,,,,265.68
2017-09-04 12:00:00,1,,,,,,285.12
2017-09-04 13:00:00,1,,,,,,336.96
2017-09-04 14:00:00,1,,,,,,375.84
2017-09-04 15:00:00,1,,,,,,349.92
2017-09-04 16:00:00,1,,,,,,343.44
2017-09-04 17:00:00,1,,,,,,375.84
2017-09-04 18:00:00,1,,,,,,544.32
2017-09-04 19:00:00,1,,,,,,693.36
2017-09-04 20:00:00,1,,,,,,654.48
2017-09-04 21:00:00,1,,,,,,790.56
2017-09-04 22:00:00,1,,,,,,835.92
2017-09-04 23:00:00,1,,,,,,1127.52
2017-09-05 00:00:00,1,,,,,,1134.0
2017-09-05 01:00:00,1,,,,,,745.2
2017-09-05 02:00:00,1,,,,,,609.12
2017-09-05 03:00:00,1,,,,,,933.12
2017-09-05 04:00:00,1,,,,,,1023.84
2017-09-05 05:00:00,1,,,,,,1043.28
2017-09-05 06:00:00,1,,,,,,1587.6
2017-09-05 07:00:00,1,,,,,,1704.24
2017-09-05 08:00:00,1,,,,,,2844.72
2017-09-05 09:00:00,1,,,,,,2818.8
2017-09-05 10:00:00,1,,,,,,2566.08
2017-09-05 11:00:00,1,,,,,,2468.88
2017-09-05 12:00:00,1,,,,,,2293.92
2017-09-05 13:00:00,1,,,,,,2430.0
2017-09-05 14:00:00,1,,,,,,2695.68
2017-09-05 15:00:00,1,,,,,,2002.32
2017-09-05 16:00:00,1,,,,,,2890.08
2017-09-05 17:00:00,1,,,,,,1250.64
2017-09-05 18:00:00,1,,,,,,1315.44
2017-09-05 19:00:00,1,,,,,,2715.12
2017-09-05 20:00:00,1,,,,,,2144.88
2017-09-05 21:00:00,1,,,,,,2384.64
2017-09-05 22:00:00,1,,,,,,2112.48
2017-09-05 23:00:00,1,,,,,,2585.52
2017-09-06 00:00:00,1,19.5,762.8,2.0,56.0,10.5,1665.36
2017-09-06 01:00:00,1,18.0,762.0,2.5,58.0,9.5,2430.0
2017-09-06 02:00:00,1,19.0,762.0,2.5,56.0,10.0,2831.76
2017-09-06 03:00:00,1,18.0,762.0,1.5,60.0,10.0,1756.08
2017-09-06 04:00:00,1,17.0,762.0,1.0,68.0,11.0,2468.88
2017-09-06 05:00:00,1,17.0,762.0,2.0,68.0,11.0,1114.56
2017-09-06 06:00:00,1,18.0,762.0,1.0,64.0,11.0,1587.6
2017-09-06 07:00:00,1,19.5,762.4,2.0,62.0,12.0,2300.4
2017-09-06 08:00:00,1,21.5,762.8,2.0,55.0,12.0,2507.76
2017-09-06 09:00:00,1,24.0,762.4,2.0,57.0,15.0,2792.88
2017-09-06 10:00:00,1,25.0,762.0,3.0,55.5,15.5,2125.44
2017-09-06 11:00:00,1,26.5,762.0,3.0,46.5,14.0,2579.04
2017-09-06 12:00:00,1,27.5,762.0,4.0,49.5,16.0,3142.8
2017-09-06 13:00:00,1,27.0,762.0,4.0,51.0,16.0,2766.96
2017-09-06 14:00:00,1,27.0,762.0,4.0,48.0,15.0,3006.72
2017-09-06 15:00:00,1,27.0,761.2,4.0,45.0,14.0,2650.32
2017-09-06 16:00:00,1,26.5,761.2,3.5,46.5,14.0,2630.88
2017-09-06 17:00:00,1,26.5,761.2,3.5,48.0,14.5,984.96
2017-09-06 18:00:00,1,25.5,761.2,3.0,52.5,15.0,1367.28
2017-09-06 19:00:00,1,24.5,761.2,2.5,59.0,16.0,2922.48
2017-09-06 20:00:00,1,23.5,762.0,2.0,61.0,15.5,2708.64
2017-09-06 21:00:00,1,22.0,762.0,1.5,73.0,17.0,2682.72
2017-09-06 22:00:00,1,21.0,762.0,1.5,75.5,16.5,2864.16
2017-09-06 23:00:00,1,19.5,762.0,1.0,75.5,15.0,2941.92
2017-09-07 00:00:00,1,23.0,762.8,1.0,55.0,13.5,2222.64
2017-09-07 01:00:00,1,22.5,762.0,2.0,47.0,10.5,2831.76
2017-09-07 02:00:00,1,22.5,761.6,1.5,39.5,8.0,2365.2
2017-09-07 03:00:00,1,22.5,761.2,1.5,39.5,8.0,2598.48
2017-09-07 04:00:00,1,21.5,761.2,2.0,48.0,10.0,2890.08
2017-09-07 05:00:00,1,20.5,761.2,1.0,46.0,8.5,1192.32
2017-09-07 06:00:00,1,21.0,761.2,1.0,46.0,9.0,1561.68
2017-09-07 07:00:00,1,24.0,761.6,1.5,40.0,9.5,2728.08
2017-09-07 08:00:00,1,26.5,762.0,1.5,38.0,11.0,3039.12
2017-09-07 09:00:00,1,28.5,762.0,2.0,33.0,10.5,2799.36
2017-09-07 10:00:00,1,30.0,762.0,2.0,34.5,12.5,2209.68
2017-09-07 11:00:00,1,31.5,762.0,2.5,32.0,13.0,2792.88
2017-09-07 12:00:00,1,32.5,762.0,2.5,29.5,12.5,2507.76
2017-09-07 13:00:00,1,33.5,761.2,2.5,24.5,10.5,1846.8
2017-09-07 14:00:00,1,33.5,761.2,3.5,22.0,9.0,2611.44
2017-09-07 15:00:00,1,34.0,761.2,4.0,19.0,7.0,3052.08
2017-09-07 16:00:00,1,33.5,761.2,3.5,19.5,7.0,2916.0
2017-09-07 17:00:00,1,33.0,760.5,4.0,19.0,6.5,1587.6
2017-09-07 18:00:00,1,31.5,760.5,4.0,24.0,8.5,1283.04
2017-09-07 19:00:00,1,30.5,760.5,3.0,29.0,10.5,3026.16
2017-09-07 20:00:00,1,28.5,760.5,3.5,34.0,11.0,3278.88
2017-09-07 21:00:00,1,26.5,761.2,2.0,45.0,13.5,2423.52
2017-09-07 22:00:00,1,26.0,760.85,3.5,38.0,10.5,2741.04
2017-09-07 23:00:00,1,26.5,760.85,2.5,25.0,5.0,3090.96
2017-09-08 00:00:00,1,25.5,760.5,2.0,57.5,16.5,2527.2
2017-09-08 01:00:00,1,25.5,760.5,1.0,55.5,16.0,3123.36
2017-09-08 02:00:00,1,25.0,760.5,1.0,55.5,15.5,2890.08
2017-09-08 03:00:00,1,24.5,760.5,2.0,69.0,18.5,1464.48
2017-09-08 04:00:00,1,24.5,760.5,1.0,71.5,19.0,946.08
2017-09-08 05:00:00,1,27.5,760.5,3.5,45.5,14.5,680.4
2017-09-08 06:00:00,1,28.0,760.5,3.5,36.0,11.5,673.92
2017-09-08 07:00:00,1,30.5,760.5,3.5,32.0,12.0,706.32
2017-09-08 08:00:00,1,29.5,760.5,3.0,41.5,15.0,686.88
2017-09-08 09:00:00,1,32.5,760.5,3.0,32.0,13.5,524.88
2017-09-08 10:00:00,1,34.0,760.5,5.5,26.0,12.0,531.36
2017-09-08 11:00:00,1,35.0,760.5,5.5,25.5,12.5,518.4
2017-09-08 12:00:00,1,35.5,760.5,6.0,24.0,12.0,498.96
2017-09-08 13:00:00,1,36.0,760.5,5.5,22.5,11.5,544.32
2017-09-08 14:00:00,1,37.0,760.5,5.5,22.0,12.0,524.88
2017-09-08 15:00:00,1,36.0,760.5,5.0,25.0,13.0,473.04
2017-09-08 16:00:00,1,36.0,760.5,5.0,28.0,15.0,518.4
2017-09-08 17:00:00,1,35.0,760.5,5.0,29.0,14.5,518.4
2017-09-08 18:00:00,1,34.5,759.7,5.0,27.0,13.0,505.44
2017-09-08 19:00:00,1,33.5,759.0,4.0,29.0,13.0,498.96
2017-09-08 20:00:00,1,31.5,759.35,5.0,35.5,14.5,498.96
2017-09-08 21:00:00,1,29.5,760.1,2.5,45.5,16.5,479.52
2017-09-08 22:00:00,1,28.0,760.85,2.0,49.5,16.5,466.56
2017-09-08 23:00:00,1,27.5,761.2,2.0,46.5,15.0,395.28
2017-09-09 00:00:00,1,18.0,758.6,1.5,78.0,14.0,382.32
2017-09-09 01:00:00,1,17.0,758.2,2.0,77.0,13.0,369.36
2017-09-09 02:00:00,1,17.0,758.2,2.0,77.0,13.0,349.92
2017-09-09 03:00:00,1,17.0,757.7,2.5,83.0,14.0,200.88
2017-09-09 04:00:00,1,17.0,757.7,2.5,83.0,14.0,103.68
2017-09-09 05:00:00,1,17.0,756.9,2.5,85.5,14.5,97.2
2017-09-09 06:00:00,1,16.5,757.3,2.5,80.0,13.0,103.68
2017-09-09 07:00:00,1,17.0,756.9,2.5,83.0,14.0,97.2
2017-09-09 08:00:00,1,20.5,757.7,1.0,71.0,15.0,90.72
2017-09-09 09:00:00,1,22.0,757.7,1.0,65.0,15.0,97.2
2017-09-09 10:00:00,1,23.0,757.7,1.5,59.0,14.5,90.72
2017-09-09 11:00:00,1,24.0,757.7,2.5,50.0,13.0,90.72
2017-09-09 12:00:00,1,23.0,757.7,3.5,59.5,14.5,97.2
2017-09-09 13:00:00,1,24.5,756.9,4.5,54.0,14.5,90.72
2017-09-09 14:00:00,1,25.0,756.9,4.5,52.5,14.5,97.2
2017-09-09 15:00:00,1,25.5,756.2,5.5,49.5,14.0,90.72
2017-09-09 16:00:00,1,25.0,756.2,5.0,49.0,13.5,90.72
2017-09-09 17:00:00,1,24.5,756.2,5.0,50.5,13.5,97.2
2017-09-09 18:00:00,1,23.5,756.2,5.0,57.5,14.5,90.72
2017-09-09 19:00:00,1,22.5,755.8,5.0,63.0,15.0,90.72
2017-09-09 20:00:00,1,22.0,755.4,5.0,65.0,15.0,103.68
2017-09-09 21:00:00,1,22.0,755.4,6.0,63.0,14.5,103.68
2017-09-09 22:00:00,1,22.0,755.4,6.5,65.0,15.0,110.16
2017-09-09 23:00:00,1,22.0,755.4,6.5,69.0,16.0,103.68
2017-09-10 00:00:00,1,16.0,762.8,3.0,63.0,9.0,110.16
2017-09-10 01:00:00,1,16.0,762.8,3.0,63.0,9.0,103.68
2017-09-10 02:00:00,1,16.0,762.0,1.0,63.0,9.0,103.68
2017-09-10 03:00:00,1,16.0,762.0,2.0,63.0,9.0,97.2
2017-09-10 04:00:00,1,16.0,762.0,2.0,63.0,9.0,103.68
2017-09-10 05:00:00,1,16.0,762.0,2.0,63.0,9.0,103.68
2017-09-10 06:00:00,1,16.5,762.0,1.0,61.0,9.0,103.68
2017-09-10 07:00:00,1,16.5,762.0,1.5,61.0,9.0,97.2
2017-09-10 08:00:00,1,16.0,762.0,1.5,63.0,9.0,97.2
2017-09-10 09:00:00,1,16.5,762.8,2.0,66.0,10.0,97.2
2017-09-10 10:00:00,1,17.5,762.8,2.5,62.0,10.0,110.16
2017-09-10 11:00:00,1,19.0,762.8,2.0,56.0,10.0,90.72
2017-09-10 12:00:00,1,20.0,762.8,2.5,56.0,11.0,90.72
2017-09-10 13:00:00,1,21.0,762.8,3.0,48.0,9.5,90.72
2017-09-10 14:00:00,1,22.0,762.4,4.0,50.0,11.0,97.2
2017-09-10 15:00:00,1,22.0,762.0,4.0,50.0,11.0,90.72
2017-09-10 16:00:00,1,20.5,762.0,4.0,58.5,12.0,90.72
2017-09-10 17:00:00,1,20.0,762.0,3.0,64.0,13.0,90.72
2017-09-10 18:00:00,1,19.0,762.4,3.0,64.0,12.0,123.12
2017-09-10 19:00:00,1,18.0,762.8,3.0,70.5,12.5,226.8
2017-09-10 20:00:00,1,17.5,762.8,2.5,70.5,12.0,246.24
